Unnamed: 0,pokedex_number,name,german_name,japanese_name,generation,is_sub_legendary,is_legendary,is_mythical,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,num,types,genderRatio,baseStats,abilities,heightm,weightkg,color,evos,eggGroups,prevo,evoLevel,otherFormes,formeOrder,canGigantamax,baseSpecies,forme,requiredItem,changesFrom,evoType,gender,gen,evoItem,evoCondition,canHatch,evoMove,tags,baseForme,cosmeticFormes,maxHP,requiredAbility,battleOnly,requiredMove,requiredItems,// TODO,cannotDynamax,pokestarsmeargle,tier
168,132,"""ditto""",Ditto,メタモン (Metamon),1,0,0,0,Transform Pokémon,1,Normal,,0.3,4.0,2,Limber,,Imposter,288.0,48.0,48.0,48.0,48.0,48.0,48.0,35.0,70.0,101.0,Medium Fast,1,Ditto,,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,132,"[""Normal""]",,"{hp: 48, atk: 48, def: 48, spa: 48, spd: 48, spe: 48}","{0: ""Limber"", H: ""Imposter""}",0.3,4,"""Purple""",,"[""Ditto""]",,,,,,,,,,,"""N""",,,,,,,,,,,,,,,,,"""(PU)"""
169,133,"""eevee""",Evoli,イーブイ (Eievui),1,0,0,0,Evolution Pokémon,1,Normal,,0.3,6.5,3,Run Away,Adaptability,Anticipation,325.0,55.0,55.0,50.0,45.0,65.0,55.0,45.0,70.0,65.0,Medium Fast,1,Field,,87.5,35.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,133,"[""Normal""]","{M: 0.875, F: 0.125}","{hp: 55, atk: 55, def: 50, spa: 45, spd: 65, spe: 55}","{0: ""Run Away"", 1: ""Adaptability"", H: ""Anticipation""}",0.3,6.5,"""Brown""","[""Vaporeon"", ""Jolteon"", ""Flareon"", ""Espeon"", ""Umbreon"", ""Leafeon"", ""Glaceon"", ""Sylveon""]","[""Field""]",,,"[""Eevee-Starter""]","[""Eevee"", ""Eevee-Starter""]","""G-Max Cuddle""",,,,,,,,,,,,,,,,,,,,,,,"""LC"""
171,134,"""vaporeon""",Aquana,シャワーズ (Showers),1,0,0,0,Bubble Jet Pokémon,1,Water,,1.0,29.0,2,Water Absorb,,Hydration,525.0,130.0,65.0,60.0,110.0,95.0,65.0,45.0,70.0,184.0,Medium Fast,1,Field,,87.5,35.0,1.0,0.5,0.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,134,"[""Water""]","{M: 0.875, F: 0.125}","{hp: 130, atk: 65, def: 60, spa: 110, spd: 95, spe: 65}","{0: ""Water Absorb"", H: ""Hydration""}",1,29,"""Blue""",,"[""Field""]","""Eevee""",,,,,,,,,"""useItem""",,,"""Water Stone""",,,,,,,,,,,,,,,"""NU"""
172,135,"""jolteon""",Blitza,サンダース (Thunders),1,0,0,0,Lightning Pokémon,1,Electric,,0.8,24.5,2,Volt Absorb,,Quick Feet,525.0,65.0,65.0,60.0,110.0,95.0,130.0,45.0,70.0,184.0,Medium Fast,1,Field,,87.5,35.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,135,"[""Electric""]","{M: 0.875, F: 0.125}","{hp: 65, atk: 65, def: 60, spa: 110, spd: 95, spe: 130}","{0: ""Volt Absorb"", H: ""Quick Feet""}",0.8,24.5,"""Yellow""",,"[""Field""]","""Eevee""",,,,,,,,,"""useItem""",,,"""Thunder Stone""",,,,,,,,,,,,,,,"""PU"""
173,136,"""flareon""",Flamara,ブースター (Booster),1,0,0,0,Flame Pokémon,1,Fire,,0.9,25.0,2,Flash Fire,,Guts,525.0,65.0,130.0,60.0,95.0,110.0,65.0,45.0,70.0,184.0,Medium Fast,1,Field,,87.5,35.0,1.0,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,136,"[""Fire""]","{M: 0.875, F: 0.125}","{hp: 65, atk: 130, def: 60, spa: 95, spd: 110, spe: 65}","{0: ""Flash Fire"", H: ""Guts""}",0.9,25,"""Red""",,"[""Field""]","""Eevee""",,,,,,,,,"""useItem""",,,"""Fire Stone""",,,,,,,,,,,,,,,"""(PU)"""
174,137,"""porygon""",Porygon,ポリゴン (Porygon),1,0,0,0,Virtual Pokémon,1,Normal,,0.8,36.5,3,Trace,Download,Analytic,395.0,65.0,60.0,70.0,85.0,75.0,40.0,45.0,70.0,79.0,Medium Fast,1,Mineral,,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,137,"[""Normal""]",,"{hp: 65, atk: 60, def: 70, spa: 85, spd: 75, spe: 40}","{0: ""Trace"", 1: ""Download"", H: ""Analytic""}",0.8,36.5,"""Pink""","[""Porygon2""]","[""Mineral""]",,,,,,,,,,,"""N""",,,,,,,,,,,,,,,,,"""LC"""
175,138,"""omanyte""",Amonitas,オムナイト (Omnite),1,0,0,0,Spiral Pokémon,2,Rock,Water,0.4,7.5,3,Swift Swim,Shell Armor,Weak Armor,355.0,35.0,40.0,100.0,90.0,55.0,35.0,45.0,70.0,71.0,Medium Fast,2,Water 1,Water 3,87.5,30.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,138,"[""Rock"", ""Water""]","{M: 0.875, F: 0.125}","{hp: 35, atk: 40, def: 100, spa: 90, spd: 55, spe: 35}","{0: ""Swift Swim"", 1: ""Shell Armor"", H: ""Weak Armor""}",0.4,7.5,"""Blue""","[""Omastar""]","[""Water 1"", ""Water 3""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""LC"""
176,139,"""omastar""",Amoroso,オムスター (Omstar),1,0,0,0,Spiral Pokémon,2,Rock,Water,1.0,35.0,3,Swift Swim,Shell Armor,Weak Armor,495.0,70.0,60.0,125.0,115.0,70.0,55.0,45.0,70.0,173.0,Medium Fast,2,Water 1,Water 3,87.5,30.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,139,"[""Rock"", ""Water""]","{M: 0.875, F: 0.125}","{hp: 70, atk: 60, def: 125, spa: 115, spd: 70, spe: 55}","{0: ""Swift Swim"", 1: ""Shell Armor"", H: ""Weak Armor""}",1,35,"""Blue""",,"[""Water 1"", ""Water 3""]","""Omanyte""",40,,,,,,,,,,,,,,,,,,,,,,,,,,"""PUBL"""
177,140,"""kabuto""",Kabuto,カブト (Kabuto),1,0,0,0,Shellfish Pokémon,2,Rock,Water,0.5,11.5,3,Swift Swim,Battle Armor,Weak Armor,355.0,30.0,80.0,90.0,55.0,45.0,55.0,45.0,70.0,71.0,Medium Fast,2,Water 1,Water 3,87.5,30.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,140,"[""Rock"", ""Water""]","{M: 0.875, F: 0.125}","{hp: 30, atk: 80, def: 90, spa: 55, spd: 45, spe: 55}","{0: ""Swift Swim"", 1: ""Battle Armor"", H: ""Weak Armor""}",0.5,11.5,"""Brown""","[""Kabutops""]","[""Water 1"", ""Water 3""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""LC"""
178,141,"""kabutops""",Kabutops,カブトプス (Kabutops),1,0,0,0,Shellfish Pokémon,2,Rock,Water,1.3,40.5,3,Swift Swim,Battle Armor,Weak Armor,495.0,60.0,115.0,105.0,65.0,70.0,80.0,45.0,70.0,173.0,Medium Fast,2,Water 1,Water 3,87.5,30.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,141,"[""Rock"", ""Water""]","{M: 0.875, F: 0.125}","{hp: 60, atk: 115, def: 105, spa: 65, spd: 70, spe: 80}","{0: ""Swift Swim"", 1: ""Battle Armor"", H: ""Weak Armor""}",1.3,40.5,"""Brown""",,"[""Water 1"", ""Water 3""]","""Kabuto""",40,,,,,,,,,,,,,,,,,,,,,,,,,,"""(PU)"""
179,142,"""aerodactyl""",Aerodactyl,プテラ (Ptera),1,0,0,0,Fossil Pokémon,2,Rock,Flying,1.8,59.0,3,Rock Head,Pressure,Unnerve,515.0,80.0,105.0,65.0,60.0,75.0,130.0,45.0,70.0,180.0,Slow,1,Flying,,87.5,35.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,142,"[""Rock"", ""Flying""]","{M: 0.875, F: 0.125}","{hp: 80, atk: 105, def: 65, spa: 60, spd: 75, spe: 130}","{0: ""Rock Head"", 1: ""Pressure"", H: ""Unnerve""}",1.8,59,"""Purple""",,"[""Flying""]",,,"[""Aerodactyl-Mega""]","[""Aerodactyl"", ""Aerodactyl-Mega""]",,,,,,,,,,,,,,,,,,,,,,,,"""NU"""
181,143,"""snorlax""",Relaxo,カビゴン (Kabigon),1,0,0,0,Sleeping Pokémon,1,Normal,,2.1,460.0,3,Immunity,Thick Fat,Gluttony,540.0,160.0,110.0,65.0,65.0,110.0,30.0,25.0,70.0,189.0,Slow,1,Monster,,87.5,40.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,143,"[""Normal""]","{M: 0.875, F: 0.125}","{hp: 160, atk: 110, def: 65, spa: 65, spd: 110, spe: 30}","{0: ""Immunity"", 1: ""Thick Fat"", H: ""Gluttony""}",2.1,460,"""Black""",,"[""Monster""]","""Munchlax""",,,,"""G-Max Replenish""",,,,,"""levelFriendship""",,,,,true,,,,,,,,,,,,,"""RU"""
182,144,"""articuno""",Arktos,フリーザー (Freezer),1,1,0,0,Freeze Pokémon,2,Ice,Flying,1.7,55.4,2,Pressure,,Snow Cloak,580.0,90.0,85.0,100.0,95.0,125.0,85.0,3.0,35.0,261.0,Slow,1,Undiscovered,,,80.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,2.0,1.0,144,"[""Ice"", ""Flying""]",,"{hp: 90, atk: 85, def: 100, spa: 95, spd: 125, spe: 85}","{0: ""Pressure"", H: ""Snow Cloak""}",1.7,55.4,"""Blue""",,"[""Undiscovered""]",,,"[""Articuno-Galar""]","[""Articuno"", ""Articuno-Galar""]",,,,,,,"""N""",,,,,,"[""Sub-Legendary""]",,,,,,,,,,,"""(PU)"""
183,145,"""zapdos""",Zapdos,サンダー (Thunder),1,1,0,0,Electric Pokémon,2,Electric,Flying,1.6,52.6,2,Pressure,,Static,580.0,90.0,90.0,85.0,125.0,90.0,100.0,3.0,35.0,261.0,Slow,1,Undiscovered,,,80.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,145,"[""Electric"", ""Flying""]",,"{hp: 90, atk: 90, def: 85, spa: 125, spd: 90, spe: 100}","{0: ""Pressure"", H: ""Static""}",1.6,52.6,"""Yellow""",,"[""Undiscovered""]",,,"[""Zapdos-Galar""]","[""Zapdos"", ""Zapdos-Galar""]",,,,,,,"""N""",,,,,,"[""Sub-Legendary""]",,,,,,,,,,,"""OU"""
184,146,"""moltres""",Lavados,ファイヤー (Fire),1,1,0,0,Flame Pokémon,2,Fire,Flying,2.0,60.0,2,Pressure,,Flame Body,580.0,90.0,100.0,90.0,125.0,85.0,90.0,3.0,35.0,261.0,Slow,1,Undiscovered,,,80.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,146,"[""Fire"", ""Flying""]",,"{hp: 90, atk: 100, def: 90, spa: 125, spd: 85, spe: 90}","{0: ""Pressure"", H: ""Flame Body""}",2,60,"""Yellow""",,"[""Undiscovered""]",,,"[""Moltres-Galar""]","[""Moltres"", ""Moltres-Galar""]",,,,,,,"""N""",,,,,,"[""Sub-Legendary""]",,,,,,,,,,,"""UU"""
185,147,"""dratini""",Dratini,ミニリュウ (Miniryu),1,0,0,0,Dragon Pokémon,1,Dragon,,1.8,3.3,2,Shed Skin,,Marvel Scale,300.0,41.0,64.0,45.0,50.0,50.0,50.0,45.0,35.0,60.0,Slow,2,Dragon,Water 1,50.0,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,147,"[""Dragon""]",,"{hp: 41, atk: 64, def: 45, spa: 50, spd: 50, spe: 50}","{0: ""Shed Skin"", H: ""Marvel Scale""}",1.8,3.3,"""Blue""","[""Dragonair""]","[""Water 1"", ""Dragon""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""LC"""
186,148,"""dragonair""",Dragonir,ハクリュー (Hakuryu),1,0,0,0,Dragon Pokémon,1,Dragon,,4.0,16.5,2,Shed Skin,,Marvel Scale,420.0,61.0,84.0,65.0,70.0,70.0,70.0,45.0,35.0,147.0,Slow,2,Dragon,Water 1,50.0,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,148,"[""Dragon""]",,"{hp: 61, atk: 84, def: 65, spa: 70, spd: 70, spe: 70}","{0: ""Shed Skin"", H: ""Marvel Scale""}",4,16.5,"""Blue""","[""Dragonite""]","[""Water 1"", ""Dragon""]","""Dratini""",30,,,,,,,,,,,,,,,,,,,,,,,,,,"""NFE"""
187,149,"""dragonite""",Dragoran,カイリュー (Kairyu),1,0,0,0,Dragon Pokémon,2,Dragon,Flying,2.2,210.0,2,Inner Focus,,Multiscale,600.0,91.0,134.0,95.0,100.0,100.0,80.0,45.0,35.0,270.0,Slow,2,Dragon,Water 1,50.0,40.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,149,"[""Dragon"", ""Flying""]",,"{hp: 91, atk: 134, def: 95, spa: 100, spd: 100, spe: 80}","{0: ""Inner Focus"", H: ""Multiscale""}",2.2,210,"""Brown""",,"[""Water 1"", ""Dragon""]","""Dragonair""",55,,,,,,,,,,,,,,,,,,,,,,,,,,"""OU"""
188,150,"""mewtwo""",Mewtu,ミュウツー (Mewtwo),1,0,1,0,Genetic Pokémon,1,Psychic,,2.0,122.0,2,Pressure,,Unnerve,680.0,106.0,110.0,90.0,154.0,90.0,130.0,3.0,0.0,306.0,Slow,1,Undiscovered,,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,150,"[""Psychic""]",,"{hp: 106, atk: 110, def: 90, spa: 154, spd: 90, spe: 130}","{0: ""Pressure"", H: ""Unnerve""}",2,122,"""Purple""",,"[""Undiscovered""]",,,"[""Mewtwo-Mega-X"", ""Mewtwo-Mega-Y""]","[""Mewtwo"", ""Mewtwo-Mega-X"", ""Mewtwo-Mega-Y""]",,,,,,,"""N""",,,,,,"[""Restricted Legendary""]",,,,,,,,,,,"""Uber"""
191,151,"""mew""",Mew,ミュウ (Mew),1,0,0,1,New Species Pokémon,1,Psychic,,0.4,4.0,1,Synchronize,,,600.0,100.0,100.0,100.0,100.0,100.0,100.0,45.0,100.0,270.0,Medium Slow,1,Undiscovered,,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,151,"[""Psychic""]",,"{hp: 100, atk: 100, def: 100, spa: 100, spd: 100, spe: 100}","{0: ""Synchronize""}",0.4,4,"""Pink""",,"[""Undiscovered""]",,,,,,,,,,,"""N""",,,,,,"[""Mythical""]",,,,,,,,,,,"""OU"""
192,152,"""chikorita""",Endivie,チコリータ (Chicorita),2,0,0,0,Leaf Pokémon,1,Grass,,0.9,6.4,2,Overgrow,,Leaf Guard,318.0,45.0,49.0,65.0,49.0,65.0,45.0,45.0,70.0,64.0,Medium Slow,2,Grass,Monster,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,152,"[""Grass""]","{M: 0.875, F: 0.125}","{hp: 45, atk: 49, def: 65, spa: 49, spd: 65, spe: 45}","{0: ""Overgrow"", H: ""Leaf Guard""}",0.9,6.4,"""Green""","[""Bayleef""]","[""Monster"", ""Grass""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Illegal"""
193,153,"""bayleef""",Lorblatt,ベイリーフ (Bayleaf),2,0,0,0,Leaf Pokémon,1,Grass,,1.2,15.8,2,Overgrow,,Leaf Guard,405.0,60.0,62.0,80.0,63.0,80.0,60.0,45.0,70.0,142.0,Medium Slow,2,Grass,Monster,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,153,"[""Grass""]","{M: 0.875, F: 0.125}","{hp: 60, atk: 62, def: 80, spa: 63, spd: 80, spe: 60}","{0: ""Overgrow"", H: ""Leaf Guard""}",1.2,15.8,"""Green""","[""Meganium""]","[""Monster"", ""Grass""]","""Chikorita""",16,,,,,,,,,,,,,,,,,,,,,,,,,,"""Illegal"""
194,154,"""meganium""",Meganie,メガニウム (Meganium),2,0,0,0,Herb Pokémon,1,Grass,,1.8,100.5,2,Overgrow,,Leaf Guard,525.0,80.0,82.0,100.0,83.0,100.0,80.0,45.0,70.0,236.0,Medium Slow,2,Grass,Monster,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,154,"[""Grass""]","{M: 0.875, F: 0.125}","{hp: 80, atk: 82, def: 100, spa: 83, spd: 100, spe: 80}","{0: ""Overgrow"", H: ""Leaf Guard""}",1.8,100.5,"""Green""",,"[""Monster"", ""Grass""]","""Bayleef""",32,,,,,,,,,,,,,,,,,,,,,,,,,,"""Illegal"""
195,155,"""cyndaquil""",Feurigel,ヒノアラシ (Hinoarashi),2,0,0,0,Fire Mouse Pokémon,1,Fire,,0.5,7.9,2,Blaze,,Flash Fire,309.0,39.0,52.0,43.0,60.0,50.0,65.0,45.0,70.0,62.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,155,"[""Fire""]","{M: 0.875, F: 0.125}","{hp: 39, atk: 52, def: 43, spa: 60, spd: 50, spe: 65}","{0: ""Blaze"", H: ""Flash Fire""}",0.5,7.9,"""Yellow""","[""Quilava""]","[""Field""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Illegal"""
196,156,"""quilava""",Igelavar,マグマラシ (Magmarashi),2,0,0,0,Volcano Pokémon,1,Fire,,0.9,19.0,2,Blaze,,Flash Fire,405.0,58.0,64.0,58.0,80.0,65.0,80.0,45.0,70.0,142.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,156,"[""Fire""]","{M: 0.875, F: 0.125}","{hp: 58, atk: 64, def: 58, spa: 80, spd: 65, spe: 80}","{0: ""Blaze"", H: ""Flash Fire""}",0.9,19,"""Yellow""","[""Typhlosion""]","[""Field""]","""Cyndaquil""",14,,,,,,,,,,,,,,,,,,,,,,,,,,"""Illegal"""
197,157,"""typhlosion""",Tornupto,バクフーン (Bakphoon),2,0,0,0,Volcano Pokémon,1,Fire,,1.7,79.5,2,Blaze,,Flash Fire,534.0,78.0,84.0,78.0,109.0,85.0,100.0,45.0,70.0,240.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,157,"[""Fire""]","{M: 0.875, F: 0.125}","{hp: 78, atk: 84, def: 78, spa: 109, spd: 85, spe: 100}","{0: ""Blaze"", H: ""Flash Fire""}",1.7,79.5,"""Yellow""",,"[""Field""]","""Quilava""",36,,,,,,,,,,,,,,,,,,,,,,,,,,"""Illegal"""
198,158,"""totodile""",Karnimani,ワニノコ (Waninoko),2,0,0,0,Big Jaw Pokémon,1,Water,,0.6,9.5,2,Torrent,,Sheer Force,314.0,50.0,65.0,64.0,44.0,48.0,43.0,45.0,70.0,63.0,Medium Slow,2,Monster,Water 1,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,158,"[""Water""]","{M: 0.875, F: 0.125}","{hp: 50, atk: 65, def: 64, spa: 44, spd: 48, spe: 43}","{0: ""Torrent"", H: ""Sheer Force""}",0.6,9.5,"""Blue""","[""Croconaw""]","[""Monster"", ""Water 1""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Illegal"""
199,159,"""croconaw""",Tyracroc,アリゲイツ (Alligates),2,0,0,0,Big Jaw Pokémon,1,Water,,1.1,25.0,2,Torrent,,Sheer Force,405.0,65.0,80.0,80.0,59.0,63.0,58.0,45.0,70.0,142.0,Medium Slow,2,Monster,Water 1,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,159,"[""Water""]","{M: 0.875, F: 0.125}","{hp: 65, atk: 80, def: 80, spa: 59, spd: 63, spe: 58}","{0: ""Torrent"", H: ""Sheer Force""}",1.1,25,"""Blue""","[""Feraligatr""]","[""Monster"", ""Water 1""]","""Totodile""",18,,,,,,,,,,,,,,,,,,,,,,,,,,"""Illegal"""
200,160,"""feraligatr""",Impergator,オーダイル (Ordile),2,0,0,0,Big Jaw Pokémon,1,Water,,2.3,88.8,2,Torrent,,Sheer Force,530.0,85.0,105.0,100.0,79.0,83.0,78.0,45.0,70.0,239.0,Medium Slow,2,Monster,Water 1,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,160,"[""Water""]","{M: 0.875, F: 0.125}","{hp: 85, atk: 105, def: 100, spa: 79, spd: 83, spe: 78}","{0: ""Torrent"", H: ""Sheer Force""}",2.3,88.8,"""Blue""",,"[""Monster"", ""Water 1""]","""Croconaw""",30,,,,,,,,,,,,,,,,,,,,,,,,,,"""Illegal"""
201,161,"""sentret""",Wiesor,オタチ (Otachi),2,0,0,0,Scout Pokémon,1,Normal,,0.8,6.0,3,Run Away,Keen Eye,Frisk,215.0,35.0,46.0,34.0,35.0,45.0,20.0,255.0,70.0,43.0,Medium Fast,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,161,"[""Normal""]",,"{hp: 35, atk: 46, def: 34, spa: 35, spd: 45, spe: 20}","{0: ""Run Away"", 1: ""Keen Eye"", H: ""Frisk""}",0.8,6,"""Brown""","[""Furret""]","[""Field""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Illegal"""
202,162,"""furret""",Wiesenior,オオタチ (Ootachi),2,0,0,0,Long Body Pokémon,1,Normal,,1.8,32.5,3,Run Away,Keen Eye,Frisk,415.0,85.0,76.0,64.0,45.0,55.0,90.0,90.0,70.0,145.0,Medium Fast,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,162,"[""Normal""]",,"{hp: 85, atk: 76, def: 64, spa: 45, spd: 55, spe: 90}","{0: ""Run Away"", 1: ""Keen Eye"", H: ""Frisk""}",1.8,32.5,"""Brown""",,"[""Field""]","""Sentret""",15,,,,,,,,,,,,,,,,,,,,,,,,,,"""Illegal"""
203,163,"""hoothoot""",Hoothoot,ホーホー (Hoho),2,0,0,0,Owl Pokémon,2,Normal,Flying,0.7,21.2,3,Insomnia,Keen Eye,Tinted Lens,262.0,60.0,30.0,30.0,36.0,56.0,50.0,255.0,70.0,52.0,Medium Fast,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,163,"[""Normal"", ""Flying""]",,"{hp: 60, atk: 30, def: 30, spa: 36, spd: 56, spe: 50}","{0: ""Insomnia"", 1: ""Keen Eye"", H: ""Tinted Lens""}",0.7,21.2,"""Brown""","[""Noctowl""]","[""Flying""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""LC"""
204,164,"""noctowl""",Noctuh,ヨルノズク (Yorunozuku),2,0,0,0,Owl Pokémon,2,Normal,Flying,1.6,40.8,3,Insomnia,Keen Eye,Tinted Lens,452.0,100.0,50.0,50.0,86.0,96.0,70.0,90.0,70.0,158.0,Medium Fast,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,164,"[""Normal"", ""Flying""]",,"{hp: 100, atk: 50, def: 50, spa: 86, spd: 96, spe: 70}","{0: ""Insomnia"", 1: ""Keen Eye"", H: ""Tinted Lens""}",1.6,40.8,"""Brown""",,"[""Flying""]","""Hoothoot""",20,,,,,,,,,,,,,,,,,,,,,,,,,,"""(PU)"""
205,165,"""ledyba""",Ledyba,レディバ (Rediba),2,0,0,0,Five Star Pokémon,2,Bug,Flying,1.0,10.8,3,Swarm,Early Bird,Rattled,265.0,40.0,20.0,30.0,40.0,80.0,55.0,255.0,70.0,53.0,Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,165,"[""Bug"", ""Flying""]",,"{hp: 40, atk: 20, def: 30, spa: 40, spd: 80, spe: 55}","{0: ""Swarm"", 1: ""Early Bird"", H: ""Rattled""}",1,10.8,"""Red""","[""Ledian""]","[""Bug""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Illegal"""
